2018-02-04 21:00:38,930 - parser_trigger-11476-0017 - ERROR - global name 'devices' is not defined
2018-02-05 15:39:33,437 - parser_trigger-11996-0003 - ERROR - 'policy_type'
2018-02-05 15:49:09,059 - parser_trigger-16240-0000 - ERROR - 'NoneType' object has no attribute '__getitem__'
2018-02-06 15:54:55,242 - parser_trigger-03872-0019 - ERROR - History data not exist for last 11
2018-02-06 16:01:22,785 - parser_trigger-13900-0001 - ERROR - History data not exist for last 11
2018-02-06 16:02:06,532 - parser_trigger-13900-0019 - ERROR - History data not exist for last 11
2018-02-06 16:02:06,871 - parser_trigger-13900-0013 - ERROR - History data not exist for last 11
2018-02-06 16:02:07,332 - parser_trigger-13900-0016 - ERROR - History data not exist for last 11
2018-02-06 16:02:07,512 - parser_trigger-13900-0019 - ERROR - History data not exist for last 11
2018-02-06 16:02:07,700 - parser_trigger-13900-0008 - ERROR - History data not exist for last 11
2018-02-06 16:02:07,881 - parser_trigger-13900-0001 - ERROR - History data not exist for last 11
2018-02-06 16:02:08,069 - parser_trigger-13900-0015 - ERROR - History data not exist for last 11
2018-02-06 16:02:08,269 - parser_trigger-13900-0006 - ERROR - History data not exist for last 11
2018-02-06 16:02:08,516 - parser_trigger-13900-0002 - ERROR - list index out of range
2018-02-06 16:07:22,038 - parser_trigger-13384-0013 - ERROR - History data not exist for last 11
2018-02-06 16:07:22,257 - parser_trigger-13384-0004 - ERROR - History data not exist for last 11
2018-02-06 16:07:22,444 - parser_trigger-13384-0000 - ERROR - History data not exist for last 11
2018-02-06 16:07:22,631 - parser_trigger-13384-0006 - ERROR - History data not exist for last 11
2018-02-06 16:07:22,842 - parser_trigger-13384-0002 - ERROR - History data not exist for last 11
2018-02-06 16:07:23,019 - parser_trigger-13384-0005 - ERROR - History data not exist for last 11
2018-02-06 16:07:23,197 - parser_trigger-13384-0013 - ERROR - History data not exist for last 11
2018-02-06 16:07:23,378 - parser_trigger-13384-0014 - ERROR - History data not exist for last 11
2018-02-06 16:07:23,573 - parser_trigger-13384-0003 - ERROR - History data not exist for last 11
2018-02-06 16:07:23,759 - parser_trigger-13384-0001 - ERROR - list index out of range
2018-02-06 16:15:45,808 - parser_trigger-03888-0013 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:46,046 - parser_trigger-03888-0012 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:46,234 - parser_trigger-03888-0008 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:46,426 - parser_trigger-03888-0006 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:46,632 - parser_trigger-03888-0012 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:46,835 - parser_trigger-03888-0016 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,010 - parser_trigger-03888-0008 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,201 - parser_trigger-03888-0003 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,391 - parser_trigger-03888-0019 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,565 - parser_trigger-03888-0013 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,753 - parser_trigger-03888-0014 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:47,940 - parser_trigger-03888-0000 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,118 - parser_trigger-03888-0007 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,292 - parser_trigger-03888-0001 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,463 - parser_trigger-03888-0009 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,637 - parser_trigger-03888-0017 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,815 - parser_trigger-03888-0004 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:48,990 - parser_trigger-03888-0010 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:49,164 - parser_trigger-03888-0005 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:49,342 - parser_trigger-03888-0002 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:49,516 - parser_trigger-03888-0018 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:49,686 - parser_trigger-03888-0006 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:49,871 - parser_trigger-03888-0015 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,049 - parser_trigger-03888-0011 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,233 - parser_trigger-03888-0012 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,417 - parser_trigger-03888-0016 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,591 - parser_trigger-03888-0008 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,757 - parser_trigger-03888-0003 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:50,930 - parser_trigger-03888-0019 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:51,115 - parser_trigger-03888-0013 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:51,288 - parser_trigger-03888-0014 - ERROR - object of type 'bool' has no len()
2018-02-06 16:15:51,469 - parser_trigger-03888-0000 - ERROR - object of type 'bool' has no len()
2018-02-06 16:17:59,559 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:17:59,723 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:00,197 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:01,907 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:03,961 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:05,062 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:05,226 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:05,714 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:07,457 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:09,625 - parser_trigger-12320-0000 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:09,792 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:09,977 - parser_trigger-12320-0010 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:10,145 - parser_trigger-12320-0015 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:10,596 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:10,759 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:11,209 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:12,799 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:14,418 - parser_trigger-12320-0000 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:14,589 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:14,757 - parser_trigger-12320-0010 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:14,936 - parser_trigger-12320-0015 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:15,424 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:15,591 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:16,036 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:17,697 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:19,484 - parser_trigger-12320-0000 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:19,657 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:19,831 - parser_trigger-12320-0010 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:20,003 - parser_trigger-12320-0015 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:20,474 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:20,641 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:21,194 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:22,875 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:24,525 - parser_trigger-12320-0000 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:24,694 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:24,878 - parser_trigger-12320-0010 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:25,052 - parser_trigger-12320-0015 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:25,522 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:25,687 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:26,229 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:28,145 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:29,996 - parser_trigger-12320-0000 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:30,180 - parser_trigger-12320-0003 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:30,345 - parser_trigger-12320-0010 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:30,513 - parser_trigger-12320-0015 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:31,000 - parser_trigger-12320-0011 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:31,177 - parser_trigger-12320-0002 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:31,701 - parser_trigger-12320-0013 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:33,638 - parser_trigger-12320-0017 - ERROR - (2006, 'MySQL server has gone away')
2018-02-06 16:18:34,459 - parser_trigger-12320-0014 - ERROR - (2006, 'MySQL server has gone away')
